Symbol,Name,ISIN,Exchange,Sector,Series
INDIAMART,INDIAMART INTERMESH LTD,INE933S01016,NSE,Unknown,BE
INDIANACRY,INDIANACRYLICS-ROLL SETT,INE862B01013,NSE,Unknown,BE
INDIANB,INDIAN BANK,INE562A01011,NSE,Unknown,BE
INDIANCARD,INDIAN CARD,INE061A01014,NSE,Unknown,BE
INDIANHUME,INDIAN HUME PIPE CO. LTD.,INE323C01030,NSE,Unknown,BE
INDIANORG,INDIAN ORG CHEM LTD,INE564A01017,NSE,Unknown,BE
INDIAPHOTO,INDIAPHOTO - DEP SETT,INE377A01014,NSE,Unknown,BE
INDIASEC,INDIA SECURITIES -DEP SET,INE134A01019,NSE,Unknown,BE
INDIASHLTR,INDIA SHELTER FIN CORP L,INE922K01024,NSE,Unknown,BE
INDIFRA,INDIFRA LIMITED,INE0PS301014,NSE,Unknown,SM
INDIGO,INTERGLOBE AVIATION LTD,INE646L01027,NSE,Unknown,BE
INDIGOPNTS,INDIGO PAINTS LIMITED,INE09VQ01012,NSE,Unknown,BE
INDIQUBE,INDIQUBE SPACES LIMITED,INE06ST01018,NSE,Unknown,BE
INDLMETER,IMP POWERS LTD,INE065B01013,NSE,Unknown,BE
INDOAMIN,INDO AMINES LIMITED,INE760F01028,NSE,Unknown,BE
INDOASAHI,INDO ASAHI GLASS CO LTD,INE158701016,NSE,Unknown,EQ
INDOBORAX,INDO BORAX & CHEMICAL LTD,INE803D01021,NSE,Unknown,BE
INDOCO,INDOCO REMEDIES LTD.,INE873D01024,NSE,Unknown,BE
INDOCOUNT,INDO COUNT INDS-,INE483B01018,NSE,Unknown,BE
INDOFARM,INDO FARM EQUIPMENT LTD,INE622H01018,NSE,Unknown,BE
INDOGULF,INDO GULF CORP-DEPO SETT,INE022A01016,NSE,Unknown,BE
INDORAMA,INDO RAMA SYNTHETICS LTD,INE156A01020,NSE,Unknown,BE
INDORAMSYN,INDO RAMA SYNT. DEP RS,INE156A01012,NSE,Unknown,BE
INDOSTAR,INDOSTAR CAPITAL FIN LTD,INE896L01010,NSE,Unknown,BE
INDOTECH,INDO TECH TRANSFORM LTD.,INE332H01014,NSE,Unknown,BE
INDOTHAI,INDO THAI SEC LTD,INE337M01021,NSE,Unknown,BE
INDOUS,INDO US BIOTECH LTD,INE250Z01010,NSE,Unknown,BE
INDOWIND,INDOWIND ENERGY LTD,INE227G01018,NSE,Unknown,BE
INDOZINC,INDO ZINC LTD,INE160901018,NSE,Unknown,EQ
INDRAMEDCO,INDRAPRASTHA MED-ROLLSETT,INE681B01017,NSE,Unknown,BE
INDRATNA,IND RATNA,INE457501018,NSE,Unknown,EQ
INDSEAMFIN,INDIAN SEAMLESS FIN SERV,INE164101011,NSE,Unknown,EQ
INDSTMSHIP,INDIA STEAMSHIP CO LTD.,INE162601012,NSE,Unknown,EQ
INDSWFTLAB,IND SWIFT LABORATORIES LT,INE915B01019,NSE,Unknown,BE
INDSWFTLTD,IND-SWIFT LIMITED,INE788B01028,NSE,Unknown,BE
INDTERRAIN,IND TERRAIN FASHIONS LTD,INE611L01021,NSE,Unknown,BE
INDTRADECO,IND TRA DECO LTD,INE455501010,NSE,Unknown,EQ
INDUNISSAN,INDU NISSAN OXO CHEM IND.,INE155401016,NSE,Unknown,EQ
INDUSFILA,INDUSFILALIMITED,INE025I01012,NSE,Unknown,BE
INDUSINDBK,INDUSIND DEPO SETT,INE095A01012,NSE,Unknown,BE
INDUSTOWER,INDUS TOWERS LIMITED,INE121J01017,NSE,Unknown,BE
INDYESTUF,IDI LIMITED-DEPO,INE888A01010,NSE,Unknown,BE
INERTIAIND,INERTIA INDUSTRIES LTD.,INE155901015,NSE,Unknown,EQ
INFARINDIA,INFARINDIALTD,INE568A01018,NSE,Unknown,BE
INFIBEAM,INFIBEAM AVENUES LIMITED,INE483S01020,NSE,Unknown,BE
INFINIUM,INFINIUM PHARMACHEM LTD,INE0MRE01011,NSE,Unknown,SM
INFLUX,INFLUX HEALTHTECH LIMITED,INE0MYZ01012,NSE,Unknown,SM
INFOBEAN,INFOBEANS TECHNO. LTD.,INE344S01016,NSE,Unknown,BE
INFOLLION,INFOLLION RESEARCH SER L,INE0NNZ01013,NSE,Unknown,SM
INFOMEDIA,INFOMEDIA PRESS LIMITED,INE669A01022,NSE,Unknown,BE
INFRABEES,NIP IND ETF INFRA BEES,INF732E01268,NSE,Unknown,EQ
INFRAIETF,ICICIPRAMC - ICICIINFRA,INF109KC16E5,NSE,Unknown,EQ
INFY,INFOSYS LIMITED,INE009A01021,NSE,Unknown,BE
INGERRAND,INGERSOLL-RAND DEPO-SETT.,INE177A01018,NSE,Unknown,BE
INM,INTERIORS & MORE LIMITED,INE0OPC01015,NSE,Unknown,SM
INNOMET,INNOMET ADVANCED MATERI L,INE0S1D01010,NSE,Unknown,SM
INNOVACAP,INNOVA CAPTAB LIMITED,INE0DUT01020,NSE,Unknown,BE
INNOVANA,INNOVANA THINKLABS LTD,INE403Y01018,NSE,Unknown,BE
INNOVATIVE,INNOVATIVE TYRES & TUBES,INE070Y01015,NSE,Unknown,SM
INOVATMARN,INNOVATIVE MARINE FOODS L,INE156701018,NSE,Unknown,EQ
INOXINDIA,INOX INDIA LIMITED,INE616N01034,NSE,Unknown,BE
INOXLEISUR,INOX LEISURE LIMITED,INE312H01016,NSE,Unknown,BE
INOXWIND,INOX WIND LIMITED,INE066P01011,NSE,Unknown,BE
INSECTICID,INSECTICIDES (I) LTD,INE070I01018,NSE,Unknown,BE
INSILCO,INSILCO LIMITED DEPO,INE901A01011,NSE,Unknown,BE
INSPIRISYS,INSPIRISYS SOLUTIONS LTD,INE020G01017,NSE,Unknown,BE
INTCOMTECH,ICES SOFTWARE LTD.,INE152901018,NSE,Unknown,EQ
INTEGRFIN,INTEGRATED FINANCE LTD.,INE157801015,NSE,Unknown,EQ
INTEGRITY,INTEGRITY INFRABUILD DE L,INE0YSH01017,NSE,Unknown,SM
INTELLECT,INTELLECT DESIGN ARENA,INE306R01017,NSE,Unknown,BE
INTENTECH,INTENSE TECHNOLOGIES LTD,INE781A01025,NSE,Unknown,BE
INTERARCH,INTERARCH BLDNG SOLTN LTD,INE00M901018,NSE,Unknown,BE
INTERNET,MIRAEAMC - INTERNET,INF769K01PB6,NSE,Unknown,EQ
INTLCONV,INTL CONVEYORS LIMITED,INE575C01027,NSE,Unknown,BE
INTLTRAVHS,INTL TRAVEL HOUSE,INE262B01016,NSE,Unknown,BE
INVELTRANS,GKN DRIVESHAFTS(I)LTD,INE527A01014,NSE,Unknown,BE
IOB,IOB,INE565A01014,NSE,Unknown,BE
IOC,INDIAN OIL CORPLTD-DEP SE,INE242A01010,NSE,Unknown,BE
IOLCP,IOL CHEM AND PHARMA LTD,INE485C01029,NSE,Unknown,BE
IONEXCHANG,ION EXCHANGE (INDIA) LTD,INE570A01022,NSE,Unknown,BE
IPCALAB,IPCA LABS LTD,INE571A01038,NSE,Unknown,BE
IPHL,INDIAN PHOSPHATE LIMITED,INE0DHF01018,NSE,Unknown,SM
IPL,INDIA PESTICIDES LIMITED,INE0D6701023,NSE,Unknown,BE
IPRINGS,IP RINGS LTD,INE558A01019,NSE,Unknown,BE
IPSL,INTEGRATED PERSO SER LTD,INE02EE01019,NSE,Unknown,SM
IRB,IRB INFRA DEV LTD.,INE821I01022,NSE,Unknown,BE
IRCON,IRCON INTERNATIONAL LTD,INE962Y01021,NSE,Unknown,BE
IRCTC,INDIAN RAIL TOUR CORP LTD,INE335Y01020,NSE,Unknown,BE
IRFC,INDIAN RAILWAY FIN CORP L,INE053F01010,NSE,Unknown,BE
IRIS,IRIS BUSINESS SERV LTD,INE864K01010,NSE,Unknown,BE
IRMENERGY,IRM ENERGY LIMITED,INE07U701015,NSE,Unknown,BE
ISEC,ICICI SECURITIES LIMITED,INE763G01038,NSE,Unknown,BE
ISFT,INTRASOFT TECH. LTD,INE566K01011,NSE,Unknown,BE
ISGEC,ISGEC HEAVY ENG LTD,INE858B01029,NSE,Unknown,BE
ISHAN,ISHAN INTERNATIONAL LTD,INE0LCW01025,NSE,Unknown,SM
ISHANCH,ISHAN DYES N CHEMICALS L,INE561M01018,NSE,Unknown,BE
ISIBARS,ISIBARS,INE072A01011,NSE,Unknown,BE
ISMTLTD,ISMT LIMITED,INE732F01019,NSE,Unknown,BE
ISPATALLOY,ISPAT ALLOY LTD-DEP SETT,INE135A01016,NSE,Unknown,BE
ISPATALLOY,ISPAT ALLOYS LTD,INE458501017,NSE,Unknown,EQ
ISSAL,INDIANSEAMLESS-ROLLSETT,INE879C01015,NSE,Unknown,BE
ISWARMEDIC,ISHWAR MEDICAL SERVICES L,INE458401010,NSE,Unknown,EQ
IT,KOTAKMAMC - KOTAKIT,INF174KA1GC5,NSE,Unknown,EQ
ITALIANE,ITALIAN EDIBLES LIMITED,INE0R7R01018,NSE,Unknown,SM
ITBEES,NIP IND ETF IT,INF204KB15V2,NSE,Unknown,EQ
ITC,ITC LTD-DEP SETT,INE154A01025,NSE,Unknown,BE
ITCHOTELS,ITC HOTELS LIMITED,INE379A01028,NSE,Unknown,BE
ITDC,INDIA TOUR. DEV. CO. LTD.,INE353K01014,NSE,Unknown,BE
ITETF,MIRAEAMC - ITETF,INF769K01KV5,NSE,Unknown,EQ
ITETFADD,DSPAMC - DSPITETF,INF740KA1SX1,NSE,Unknown,EQ
ITI,ITI LTD,INE248A01017,NSE,Unknown,BE
ITIETF,ICICIPRAMC - ICICITECH,INF109KC16I6,NSE,Unknown,EQ
ITTL,INNOVATIVE TYRE & TUBE LT,INE070Y01023,NSE,Unknown,SM
ITWSIGNODE,ITW SIGNODE LTD-DEP SETT,INE240A01014,NSE,Unknown,BE
IVALUE,IVALUE INFOSOLUTIONS LTD,INE056801025,NSE,Unknown,BE
IVC,IL&FS INVESTMENT MANAGERS,INE050B01023,NSE,Unknown,BE
IVP,IVP LIMITED,INE043C01018,NSE,Unknown,BE
IVRCLINFRA,IVRCL LIMITED,INE875A01025,NSE,Unknown,BE
IVZINGOLD,INVESCO INDIA GOLD ETF,INF205K01361,NSE,Unknown,EQ
IVZINNIFTY,INVESCO INDIA NIFTY ETF,INF205K01DA9,NSE,Unknown,EQ
IWEL,INOX WIND ENERGY LIMITED,INE0FLR01028,NSE,Unknown,BE
IXIGO,LE TRAVENUES TECHNOLOGY L,INE0HV901016,NSE,Unknown,BE
IZMO,IZMO LIMITED,INE848A01014,NSE,Unknown,BE
JAGAJITIND,JAGAJITINDUS-ROLL SETT,INE574A01016,NSE,Unknown,BE
JAGRAN,JAGRAN PRAKASHAN LIMITED,INE199G01027,NSE,Unknown,BE
JAGSNPHARM,JAGSONPAL PHARMA,INE048B01035,NSE,Unknown,BE
JAIBALAJI,JAI BALAJI INDUSTRIES LTD,INE091G01026,NSE,Unknown,BE
JAICORPLTD,JAI CORP LIMITED,INE070D01027,NSE,Unknown,BE
JAIHINDPRO,JAIHIND PROJECTS LTD,INE343D01010,NSE,Unknown,BE
JAINAM,JAINAM FER ALLOYS (I) LTD,INE02KC01010,NSE,Unknown,SM
JAINIK,JAINIK POWER CABLES LTD,INE0XIL01012,NSE,Unknown,SM
JAINPLAST,JAIN PLASTICS & CHEM LTD,INE145901018,NSE,Unknown,EQ
JAINSTUDIO,JAIN STUDIOS LIMITED,INE486B01011,NSE,Unknown,BE
JAIPARBOLI,JAIPARABOLIC-ROLL SETT,INE686B01016,NSE,Unknown,BE
JAIPURKURT,NANDANI CREATION LIMITED,INE696V01013,NSE,Unknown,BE
JAKHARIA,JAKHARIA FABRIC LIMITED,INE00N401018,NSE,Unknown,SM
JALAN,JALAN TRANSOLU. INDIA LTD,INE349X01015,NSE,Unknown,SM
JALANFORG,JALAN FORGINGS LTD,INE146501015,NSE,Unknown,EQ
JAMNAAUTO,JAMNA AUTO IND LTD,INE039C01032,NSE,Unknown,BE
JAMNAUTO,JAMNA AUTO IND LTD,INE147001015,NSE,Unknown,EQ
JARO,JARO INS OF TEC MG N RE L,INE00YJ01010,NSE,Unknown,BE
JASCHIND,JASCH INDUSTRIES LTD,INE147601012,NSE,Unknown,EQ
JASH,JASH ENGINEERING LIMITED,INE039O01011,NSE,Unknown,SM
JASH,JASH ENGINEERING LIMITED,INE039O01029,NSE,Unknown,BE
JASWALGRAN,JASWAL GRANITES LTD,INE147801018,NSE,Unknown,EQ
JAYAGROGN,JAYAGROGN -,INE785A01026,NSE,Unknown,BE
JAYBARMARU,JAYBHARATMARU-,INE571B01036,NSE,Unknown,BE
JAYBEE,JAY BEE LAMINATIONS LTD,INE0SMY01017,NSE,Unknown,SM
JAYBUSMAC,JAYANTI BUSINESS MACHINES,INE142501019,NSE,Unknown,EQ
JAYDYSTUF,JAYSYNTH DYESTUFF (I) LTD,INE142901011,NSE,Unknown,EQ
JAYNECOIND,JAYASWAL NECO INDUSTR LTD,INE854B01010,NSE,Unknown,BE
JBCHEPHARM,JBCHEPHARM,INE572A01036,NSE,Unknown,BE
JBFIND,JBF INDUS LTD -DEP-LS ML,INE187A01017,NSE,Unknown,BE
JBMA,JBM AUTO LIMITED,INE927D01051,NSE,Unknown,BE
JCHAC,JOHNSON CONTROLS HITACHI,INE782A01015,NSE,Unknown,BE
JCT,JCT LTD-DEPO,INE945A01018,NSE,Unknown,BE
JERSY,JERSY INDIA LTD,INE143501018,NSE,Unknown,EQ
JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,INE802G01018,NSE,Unknown,BE
JETKNIT,JET KNITWEARS LTD.,INE564T01017,NSE,Unknown,SM
JEYYAM,JEYYAM GLOBAL FOODS LTD,INE0RXB01022,NSE,Unknown,SM
JFLABS,JFLABORATORIES-ROLL SETT,INE226C01019,NSE,Unknown,BE
JFLLIFE,JFL LIFE SCIENCES LIMITED,INE0LA901015,NSE,Unknown,SM
JGCHEM,J.G.CHEMICALS LIMITED,INE0MB501011,NSE,Unknown,BE
JHS,JHS SVEND. LAB. LTD,INE544H01014,NSE,Unknown,BE
JIKIND,JIK INDUSTRIES LTD,INE026B01049,NSE,Unknown,BE
JINDALDRUG,JINDAL DRUGS LTD,INE459101015,NSE,Unknown,EQ
JINDALPHOT,JINDAL PHOTO LIMITED,INE796G01012,NSE,Unknown,BE
JINDALPOLY,JINDAL POLY FILMS LIMITED,INE197D01010,NSE,Unknown,BE
JINDALSAW,JINDAL SAW LIMITED,INE324A01032,NSE,Unknown,BE
JINDALSTEL,JINDAL STEEL LIMITED,INE749A01030,NSE,Unknown,BE
JINDCOT,JINDAL COTEX LTD,INE904J01016,NSE,Unknown,BE
JINDRILL,JINDAL DRILLING IND. LTD,INE742C01031,NSE,Unknown,BE
JINDWORLD,JINDAL WORLDWIDE LTD,INE247D01039,NSE,Unknown,BE
JIOFIN,JIO FIN SERVICES LTD,INE758E01017,NSE,Unknown,BE
JISLJALEQS,JAIN IRRIGATION SYSTEMS,INE175A01038,NSE,Unknown,BE
JITFINFRA,JITF INFRALOGISTICS LTD,INE863T01013,NSE,Unknown,BE
JIWANRAM,JIWANRAM SHEODUTTRA IND L,INE0N5H01017,NSE,Unknown,SM
JIYAECO,JIYA ECO-PRODUCTS LTD,INE023S01016,NSE,Unknown,BE
JKBANK,J&K BANK,INE168A01041,NSE,Unknown,BE
JKCEMENT,JK CEMENT LIMITED,INE823G01014,NSE,Unknown,BE
JKCORP,JK CORP LTD,INE786A01016,NSE,Unknown,BE
JKDAIRY,JK DAIRY AND FOODS LTD,INE458701013,NSE,Unknown,EQ
JKIL,JKUMAR INFR.LTD.,INE576I01022,NSE,Unknown,BE
JKIND,JK INDUSTRIES LTD,INE573A01018,NSE,Unknown,BE
JKLAKSHMI,JK LAKSHMI CEMENT LTD,INE786A01032,NSE,Unknown,BE
JKPAPER,JK PAPER LIMITED,INE789E01012,NSE,Unknown,BE
JKPHARMA,JKPHARMACHEM,INE335C01018,NSE,Unknown,BE
JKSYNTHETC,JK SYNTHETICS LTD,INE150501018,NSE,Unknown,EQ
JKSYNTHETC,JK SYNTHETICS LTD - DEPO,INE903A01017,NSE,Unknown,BE
JKUDYOG,JKUDAIPURUDYOG,INE225C01011,NSE,Unknown,BE
JLHL,JUPITER LIFE LINE HOSP L,INE682M01012,NSE,Unknown,BE
JMA,JULLUNDUR MOT AGENCY LTD,INE412C01023,NSE,Unknown,BE
JMCPROJECT,JMC PROJECTS (I) LTD.,INE890A01024,NSE,Unknown,BE
JMFINANCIL,JM FINANCIAL LIMITED,INE780C01023,NSE,Unknown,BE
JMTAUTOLTD,JMT AUTO LIMITED,INE988E01036,NSE,Unknown,BE
JNKINDIA,JNK INDIA LIMITED,INE0OAF01028,NSE,Unknown,BE
JOCIL,JOCIL LIMITED,INE839G01010,NSE,Unknown,BE
JORDENGG,JORD ENGINEERS (I) LTD,INE138601013,NSE,Unknown,EQ
JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD,INE455F01025,NSE,Unknown,BE
JPINFRATEC,JAYPEE INFRATECH LTD,INE099J01015,NSE,Unknown,BE
JPOLYINVST,JIND POL INV & FIN CO LTD,INE147P01019,NSE,Unknown,BE
JSFB,JANA SMALL FIN BANK LTD,INE953L01027,NSE,Unknown,BE
JSL,JINDAL STAINLESS LIMITED,INE220G01021,NSE,Unknown,BE
JSLHISAR,JINDAL STAINLESS (H) LTD,INE455T01018,NSE,Unknown,BE
JSLL,JEENA SIKHO LIFECARE LTD,INE0J5801029,NSE,Unknown,BE
JSWCEMENT,JSW CEMENT LIMITED,INE718I01012,NSE,Unknown,BE
JSWENERGY,JSW ENERGY LIMITED,INE121E01018,NSE,Unknown,BE
JSWHL,JSW HOLDINGS LIMITED,INE824G01012,NSE,Unknown,BE
JSWINFRA,JSW INFRASTRUCTURE LTD,INE880J01026,NSE,Unknown,BE
JSWISPL,JSW ISPAT SPE PRO LTD,INE743C01021,NSE,Unknown,BE
JSWSTEEL,JSW STEEL LIMITED,INE019A01038,NSE,Unknown,BE
JTEKTINDIA,JTEKT INDIA LIMITED,INE643A01035,NSE,Unknown,BE
JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,NSE,Unknown,BE
JUBLCPL,JUBILANT AGRI N CON PRO L,INE03CC01015,NSE,Unknown,BE
JUBLFOOD,JUBILANT FOODWORKS LTD,INE797F01020,NSE,Unknown,BE
JUBLINDS,JUBILANT INDUSTRIES LTD,INE645L01011,NSE,Unknown,BE
JUBLPHARMA,JUBILANT PHARMOVA LTD,INE700A01033,NSE,Unknown,BE
JUNIORBEES,NIP IND ETF JUNIOR BEES,INF732E01045,NSE,Unknown,EQ
JUNIPER,JUNIPER HOTELS LIMITED,INE696F01016,NSE,Unknown,BE
JUPITER,JUPITER BIOSCIENCE LTD,INE918B01013,NSE,Unknown,BE
JUSTDIAL,JUSTDIAL LTD.,INE599M01018,NSE,Unknown,BE
JVLAGRO,JVL AGRO INDUSTRIES LTD,INE430G01026,NSE,Unknown,BE
JWL,JUPITER WAGONS LIMITED,INE209L01016,NSE,Unknown,BE
JYOTHYLAB,JYOTHY LABS LIMITED,INE668F01031,NSE,Unknown,BE
JYOTICNC,JYOTI CNC AUTOMATION LTD,INE980O01024,NSE,Unknown,BE
JYOTIGLOBL,JYOTI GLOBAL PLAST LTD,INE1M3T01017,NSE,Unknown,SM
JYOTISTRUC,JYOTI STRUCTURES,INE197A01024,NSE,Unknown,BE
K2INFRA,K2 INFRAGEN LIMITED,INE0DEZ01013,NSE,Unknown,SM
KABRAEXTRU,KABRAEXTRUSION,INE900B01029,NSE,Unknown,BE
KAJARIACER,KAJARIA CERAMICS LTD,INE217B01036,NSE,Unknown,BE
KAKATCEM,KAKATIYA CEM SUGAR &IND L,INE437B01014,NSE,Unknown,BE
KALAMANDIR,SAI SILKS (KALAMANDIR) L,INE438K01021,NSE,Unknown,BE
KALANA,KALANA ISPAT LIMITED,INE0T0L01014,NSE,Unknown,SM
KALPATARU,KALPATARU LIMITED,INE227J01012,NSE,Unknown,BE
KALYANI,KALYANI COMMERCIALS LTD,INE610E01010,NSE,Unknown,BE
KALYANIFRG,KALYANI FORGE LIMITED,INE314G01014,NSE,Unknown,BE
KALYANISHP,KALYANI SHARP I LTD,INE207B01011,NSE,Unknown,BE
KALYANISTL,KALYANI STEELS LTD,INE907A01018,NSE,Unknown,BE
KALYANKJIL,KALYAN JEWELLERS IND LTD,INE303R01014,NSE,Unknown,BE
KAMATHOTEL,KAMAT HOTELS (I) LTD,INE967C01018,NSE,Unknown,BE
KAMDHENU,KAMDHENU LIMITED,INE390H01020,NSE,Unknown,BE
KAMOPAINTS,KAMDHENU VENTURES LIMITED,INE0BTI01037,NSE,Unknown,BE
KANAKSTEEL,KANAKDHARA STEEL LTD,INE137801010,NSE,Unknown,EQ
KANANIIND,KANANI INDUSTRIES LTD,INE879E01037,NSE,Unknown,BE
KANDARP,KANDARP DG SMART BPO LTD,INE0MOT01016,NSE,Unknown,SM
KANELOIL,KANEL OILS & EXPO. INDS.,INE138101014,NSE,Unknown,EQ
KANORICHEM,KANORIACHEMICALS-,INE138C01024,NSE,Unknown,BE
KANPRPLA,KANPUR PLASTIPACK LIMITED,INE694E01014,NSE,Unknown,BE
KANSAINER,KANSAI NEROLAC PAINTS LTD,INE531A01024,NSE,Unknown,BE
KAPSTON,KAPSTON SERVICES LIMITED,INE542Z01010,NSE,Unknown,SM
KAPSTON,KAPSTON SERVICES LIMITED,INE542Z01028,NSE,Unknown,BE
KARMAENG,KARMA ENERGY LIMITED,INE725L01011,NSE,Unknown,BE
KARNIKA,KARNIKA INDUSTRIES LTD,INE0MGA01012,NSE,Unknown,SM
KARURVYSYA,KARURVYSYABANK,INE036D01028,NSE,Unknown,BE
KATARIA,KATARIA INDUSTRIES LTD,INE0SVY01018,NSE,Unknown,SM
KAUSHALYA,KAUSHALYA INFRA DEV LTD.,INE234I01028,NSE,Unknown,BE
KAVDEFENCE,KAVVERI DFS & WIR TEC LTD,INE641C01019,NSE,Unknown,BE
KAYA,KAYA LIMITED,INE587G01015,NSE,Unknown,BE
KAYNES,KAYNES TECHNOLOGY IND LTD,INE918Z01012,NSE,Unknown,BE
KAYTEX,KAYTEX FABRICS LIMITED,INE13ZD01013,NSE,Unknown,SM
KCEIL,KAY CEE ENERGY & INFRA L,INE0RCG01017,NSE,Unknown,SM
KCK,KCK INDUSTRIES LTD,INE0J1E01027,NSE,Unknown,SM
KCP,KCP LIMITED,INE805C01028,NSE,Unknown,BE
KCPSUGIND,KCPSUGARINDUS,INE790B01024,NSE,Unknown,BE
KDDL,KDDL LIMITED,INE291D01011,NSE,Unknown,BE
KDL,KORE DIGITAL LIMITED,INE0O4R01018,NSE,Unknown,SM
KEC,KEC INTL. LIMITED,INE389H01022,NSE,Unknown,BE
KECL,KIRLOSKAR ELECTRIC CO LTD,INE134B01017,NSE,Unknown,BE
KEEPLEARN,DSJ KEEP LEARNING LTD,INE055C01020,NSE,Unknown,BE
KEI,KEI INDUSTRIES LTD.,INE878B01027,NSE,Unknown,BE
KEL,KUNDAN EDIFICE LIMITED,INE0OWX01025,NSE,Unknown,SM
KELLTONTEC,KELLTON TECH SOL LTD,INE164B01030,NSE,Unknown,BE
KEN,KEN ENTERPRISES LIMITED,INE15DO01012,NSE,Unknown,SM
KENNAMET,KENNAMETAL INDIA LIMITED,INE717A01029,NSE,Unknown,BE
KERALACHEM,KERALA CHEMICALS,INE265B01019,NSE,Unknown,BE
KERNEX,KERNEX MICROSYS(I) LTD,INE202H01019,NSE,Unknown,BE
KESORAMIND,KESORAM INDUSTRIES LTD,INE087A01019,NSE,Unknown,BE
KESWANISYN,KESWANI SYNTHETIC IND LTD,INE130801017,NSE,Unknown,EQ
KEYFINSERV,KEYNOTE FIN SERV LTD.,INE681C01015,NSE,Unknown,BE
KFINTECH,KFIN TECHNOLOGIES LIMITED,INE138Y01010,NSE,Unknown,BE
KGDENIM,K G DENIM LTD- DEPO SETT,INE104A01012,NSE,Unknown,BE
KGKHOSLA,KGKHOSLA - DEPO,INE811A01012,NSE,Unknown,BE
KGL,KARUTURI GLOBAL LIMITED,INE299C01024,NSE,Unknown,BE
KHADIM,KHADIM INDIA LIMITED,INE834I01025,NSE,Unknown,BE
KHAICHEM,KHAITAN CHEM & FERT LTD,INE745B01028,NSE,Unknown,BE
KHAITANELE,KHAITAN ELECTRICALS LTD,INE761A01019,NSE,Unknown,BE
KHAITANLTD,KHAITAN (INDIA)LTD.,INE731C01018,NSE,Unknown,BE
KHANDSE,KHANDWALA SECURITIES LTD,INE060B01014,NSE,Unknown,BE
KHATJUNKER,INDOKEM LTD,INE131901014,NSE,Unknown,EQ
KHFM,KHFM HOS FAC MANA SER LTD,INE00UG01014,NSE,Unknown,SM
KICL,KALYANI INVEST CO LTD,INE029L01018,NSE,Unknown,BE
KILBUNENGG,KILBURN ENGG. LTD.,INE126501019,NSE,Unknown,EQ
KILITCH,KILITCH DRUGS INDIA LTD,INE729D01010,NSE,Unknown,BE
KIMS,KRISHNA INST OF MED SCI L,INE967H01025,NSE,Unknown,BE
KINETICENG,KINETIC ENGG,INE266B01017,NSE,Unknown,BE
KINGFA,KINGFA SCI & TEC IND LTD.,INE473D01015,NSE,Unknown,BE
KINGSINTL,KINGS INTERNATIONAL AQUA,INE127201015,NSE,Unknown,EQ
KIOCL,KIOCL LIMITED,INE880L01014,NSE,Unknown,BE
KIRANOVER,KIRAN OVERSEAS EXPORTS LT,INE127401011,NSE,Unknown,EQ
KIRIINDUS,KIRI INDUSTRIES LIMITED,INE415I01015,NSE,Unknown,BE
KIRLFER,KIRLOSKAR FERROUS IND LTD,INE884B01025,NSE,Unknown,BE
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,INE732A01036,NSE,Unknown,BE
KIRLOSELEC,KIRLOSKAR ELECTRODYNE LTD,INE459501016,NSE,Unknown,EQ
KIRLOSENG,KIRLOSKAR OIL ENG LTD,INE146L01010,NSE,Unknown,BE
KIRLOSFERR,KIRLOSKARFERROUS,INE884B01017,NSE,Unknown,BE
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,INE250A01039,NSE,Unknown,BE
KIRLOSINV,KIRLOSINV INV&FIN-DEPO,INE195B01018,NSE,Unknown,BE
KIRLOSPNEU,KIRLOSKAR PNEU CL-DEP SET,INE328A01017,NSE,Unknown,BE
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,INE811A01020,NSE,Unknown,BE
KITEX,KITEX GARMENTS LTD,INE602G01020,NSE,Unknown,BE
KITSTEEL,KITTI STEELS LTD.,INE128601015,NSE,Unknown,EQ
KJINTL,KJ INTL. LTD.,INE459201013,NSE,Unknown,EQ
KKCL,KEWAL KIRAN CLOTHING LTD,INE401H01017,NSE,Unknown,BE
KKJEWELS,KABRA JEWELS LIMITED,INE0XOW01017,NSE,Unknown,SM
KKVAPOW,KKV AGRO POWERS LTD.,INE239T01016,NSE,Unknown,SM
KLL,KAUSHALYA LOGISTICS LTD,INE0Q2V01012,NSE,Unknown,SM
KMEW,KNOWLEDGE MARINE & EN W L,INE0CJD01011,NSE,Unknown,BE
KMSUGAR,K M SUGAR MILLS LTD,INE157H01023,NSE,Unknown,BE
KNAGRI,KN AGRI RESOURCES LIMITED,INE0KNW01016,NSE,Unknown,SM
KNRCON,KNR CONSTRU LTD.,INE634I01029,NSE,Unknown,BE
KODYTECH,KODY TECHNOLAB LIMITED,INE0Q7P01013,NSE,Unknown,SM
KOHINOOR,KOHINOOR FOODS LIMITED,INE080B01012,NSE,Unknown,BE
KOKUYOCMLN,KOKUYO CAMLIN LIMITED,INE760A01029,NSE,Unknown,BE
KOLTEPATIL,KOLTE PATIL DEV. LTD.,INE094I01018,NSE,Unknown,BE
KONSTELEC,KONSTELEC ENGINEERS LTD,INE0QEI01011,NSE,Unknown,SM
