Symbol,Name,ISIN,Series,yfinance_symbol,Symbol_NSE,Symbol_BSE,BSE_Code
TASTYBITE,TASTY BITE EATABLES LTD,INE488B01017,BE,TASTYBITE.NS,TASTYBITE,TASTYBITE,519091.0
TATACHEM,TATACHEM- DEP. RS,INE092A01019,BE,TATACHEM.NS,TATACHEM,TATACHEM,500770.0
TATACOFFEE,TATA COFFEE LIMITED,INE493A01027,BE,TATACOFFEE.NS,TATACOFFEE,,
TATACOMM,TATA COMMUNICATIONS LTD,INE151A01013,BE,TATACOMM.NS,TATACOMM,TATACOMM,500483.0
TATACONSUM,TATA CONSUMER PRODUCT LTD,INE192A01025,BE,TATACONSUM.NS,TATACONSUM,TATACONSUM,500800.0
TATADVMATL,TATA ADVANCED MATERIALS L,INE344101014,EQ,TATADVMATL.NS,TATADVMATL,,
TATAELXSI,TATA ELXSI LIMITED,INE670A01012,BE,TATAELXSI.NS,TATAELXSI,TATAELXSI,500408.0
TATAGOLD,TATAAML-TATAGOLD,INF277KA1976,EQ,TATAGOLD.NS,TATAGOLD,TATAGOLD,590140.0
TATAINVEST,TATA INVESTMENT CORP LTD,INE672A01018,BE,TATAINVEST.NS,TATAINVEST,TATAINVEST,501301.0
TATAMETALI,TATAMETALIKS LTD.,INE056C01010,BE,TATAMETALI.NS,TATAMETALI,,
TATAMOTORS,TATA MOTORS LIMITED,INE155A01022,BE,TATAMOTORS.NS,TATAMOTORS,TATAMOTORS,500570.0
TATAMTRDVR,TATA MOTORS DVR  A  ORD,IN9155A01020,BE,TATAMTRDVR.NS,TATAMTRDVR,,
TATAPOWER,TATA POWER CO.LTD-DEPO,INE245A01021,BE,TATAPOWER.NS,TATAPOWER,TATAPOWER,500400.0
TATASTEEL,TATA STEEL LIMITED,INE081A01020,BE,TATASTEEL.NS,TATASTEEL,TATASTEEL,500470.0
TATASTLBSL,TATA STEEL BSL LIMITED,INE824B01021,BE,TATASTLBSL.NS,TATASTLBSL,,
TATASTLLP,TATA STEEL LONG PRO LTD,INE674A01014,BE,TATASTLLP.NS,TATASTLLP,,
TATATECH,TATA TECHNOLOGIES LIMITED,INE142M01025,BE,TATATECH.NS,TATATECH,TATATECH,544028.0
TATAUNISYS,TATA INFOT LTD. DEPO SETT,INE194A01013,BE,TATAUNISYS.NS,TATAUNISYS,,
TATAYODOGA,TATAYODOGAWA LTD.,INE895C01011,BE,TATAYODOGA.NS,TATAYODOGA,,
TATIASKYLN,TATIA SKYLINES AND HEALTH,INE345601012,EQ,TATIASKYLN.NS,TATIASKYLN,,
TATSILV,TATAAML-TATSILV,INF277KA1984,EQ,TATSILV.NS,TATSILV,,
TATVA,TATVA CHIN PHARM CHEM LTD,INE0GK401011,BE,TATVA.NS,TATVA,TATVA,543321.0
TAURIAN,TAURIAN MPS LIMITED,INE0XWS01018,SM,TAURIAN.NS,TAURIAN,,
TBI,TBI CORN LIMITED,INE0N2D01013,SM,TBI.NS,TBI,,
TBOTEK,TBO TEK LIMITED,INE673O01025,BE,TBOTEK.NS,TBOTEK,TBOTEK,544174.0
TBZ,TRIB BHIMJI ZAVERI LTD,INE760L01018,BE,TBZ.NS,TBZ,TBZ,534369.0
TCI,TRANSPORT CORPN OF INDIA,INE688A01022,BE,TCI.NS,TCI,TCI,532349.0
TCIDEVELOP,TCI DEVELOPERS LIMITED,INE662L01016,BE,TCIDEVELOP.NS,TCIDEVELOP,,
TCIEXP,TCI EXPRESS LIMITED,INE586V01016,BE,TCIEXP.NS,TCIEXP,TCIEXP,540212.0
TCIFINANCE,TCIFINANCELTD-ROLL SETT,INE911B01018,BE,TCIFINANCE.NS,TCIFINANCE,TCIFINANCE,501242.0
TCL,THAAI CASTING LIMITED,INE0QJL01014,SM,TCL.NS,TCL,,
TCNSBRANDS,TCNS CLOTHING CO. LIMITED,INE778U01029,BE,TCNSBRANDS.NS,TCNSBRANDS,,
TCPLPACK,TCPL PACKAGING LIMITED,INE822C01015,BE,TCPLPACK.NS,TCPLPACK,TCPLPACK,523301.0
TCS,TATA CONSULTANCY SERV LTD,INE467B01029,BE,TCS.NS,TCS,TCS,532540.0
TDPOWERSYS,TD POWER SYSTEMS LTD.,INE419M01027,BE,TDPOWERSYS.NS,TDPOWERSYS,TDPOWERSYS,533553.0
TEAMGTY,TEAM INDIA GUARANTY LTD,INE289C01025,BE,TEAMGTY.NS,TEAMGTY,TEAMGTY,511559.0
TEAMLEASE,TEAMLEASE SERVICES LTD.,INE985S01024,BE,TEAMLEASE.NS,TEAMLEASE,TEAMLEASE,539658.0
TECH,BIRLASLAMC - TECH,INF209KB11D8,EQ,TECH.NS,TECH,TECH,543472.0
TECHD,TECHD CYBERSECURITY LTD,INE0Y5H01014,SM,TECHD.NS,TECHD,,
TECHERA,TECHERA ENGINEER (IND) L,INE0JQS01019,SM,TECHERA.NS,TECHERA,,
TECHIN,TECHINDIA NIRMAN LIMITED,INE778A01021,BE,TECHIN.NS,TECHIN,,
TECHLABS,TRIDENT TECHLABS LIMITED,INE0QD201012,SM,TECHLABS.NS,TECHLABS,,
TECHM,TECH MAHINDRA LIMITED,INE669C01036,BE,TECHM.NS,TECHM,TECHM,532755.0
TECHNOE,TECHNO ELEC & ENG CO. LTD,INE285K01026,BE,TECHNOE.NS,TECHNOE,TECHNOE,542141.0
TECHNOFAB,TECHNOFAB ENG LTD,INE509K01011,BE,TECHNOFAB.NS,TECHNOFAB,,
TECILCHEM,TECIL CHEMICALS,INE014B01011,BE,TECILCHEM.NS,TECILCHEM,TECILCHEM,506680.0
TEGA,TEGA INDUSTRIES LIMITED,INE011K01018,BE,TEGA.NS,TEGA,TEGA,543413.0
TEIL,TRIVENIENGG & INDUSTIRES,INE256C01016,BE,TEIL.NS,TEIL,,
TEJASCARGO,TEJAS CARGO INDIA LIMITED,INE17WC01013,SM,TEJASCARGO.NS,TEJASCARGO,,
TEJASNET,TEJAS NETWORKS LIMITED,INE010J01012,BE,TEJASNET.NS,TEJASNET,TEJASNET,540595.0
TELEPHNCAB,TELEPHONECABLES LTD.,INE745C01018,BE,TELEPHNCAB.NS,TELEPHNCAB,,
TEMBO,TEMBO GLOBAL IND LTD,INE869Y01010,BE,TEMBO.NS,TEMBO,,
TERASOFT,TERA SOFTWARE LIMITED,INE482B01010,BE,TERASOFT.NS,TERASOFT,TERASOFT,533982.0
TEXINFRA,TEXMACO INFRA & HOLDG LTD,INE435C01024,BE,TEXINFRA.NS,TEXINFRA,TEXINFRA,505400.0
TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD,INE141K01013,BE,TEXMOPIPES.NS,TEXMOPIPES,TEXMOPIPES,533164.0
TEXRAIL,TEXMACO RAIL & ENG. LTD.,INE621L01012,BE,TEXRAIL.NS,TEXRAIL,TEXRAIL,533326.0
TEXTOOL,TEXTOOLCOMPANY-ROLL SETT,INE677A01017,BE,TEXTOOL.NS,TEXTOOL,,
TFCILTD,TOURISM FINANCE CORP OF,INE305A01023,BE,TFCILTD.NS,TFCILTD,TFCILTD,526650.0
TFL,TRANSWARRANTY FIN. LTD.,INE804H01012,BE,TFL.NS,TFL,TFL,532812.0
TGBHOTELS,TGB BANQUETS&HOTELS LTD,INE797H01018,BE,TGBHOTELS.NS,TGBHOTELS,TGBHOTELS,532845.0
TGL,TEERTH GOPICON LIMITED,INE0K6601012,SM,TGL.NS,TGL,,
THANGAMAYL,THANGAMAYIL JEWELLERY LTD,INE085J01014,BE,THANGAMAYL.NS,THANGAMAYL,THANGAMAYL,533158.0
THAPARAGRO,THAPAR AGRO MILLS LTD,INE341601016,EQ,THAPARAGRO.NS,THAPARAGRO,,
THAPARMILK,THAPAR MILK LTD,INE342101016,EQ,THAPARMILK.NS,THAPARMILK,,
THAPRISPAT,THAPAR ISPAT LTD,INE342001018,EQ,THAPRISPAT.NS,THAPRISPAT,,
THEINVEST,THE INVEST TRUST OF IND L,INE924D01017,BE,THEINVEST.NS,THEINVEST,THEINVEST,530023.0
THEJO,THEJO ENGINEERING LIMITED,INE121N01019,BE,THEJO.NS,THEJO,,
THELEELA,SCHLOSS BANGALORE LIMITED,INE0AQ201015,BE,THELEELA.NS,THELEELA,THELEELA,544408.0
THEMISMED,THEMIS MEDICARE LTD.,INE083B01024,BE,THEMISMED.NS,THEMISMED,THEMISMED,530199.0
THERMAX,THERMAX DEP RS,INE152A01029,BE,THERMAX.NS,THERMAX,THERMAX,500411.0
THESL,THINKING HATS ENTER SOL L,INE0SHE01019,SM,THESL.NS,THESL,,
THIRUSUGAR,THIRU AROORAN SUGARS LTD.,INE409A01015,BE,THIRUSUGAR.NS,THIRUSUGAR,,
THOMASCOOK,THOMASCOOK-DEP SETT,INE332A01027,BE,THOMASCOOK.NS,THOMASCOOK,THOMASCOOK,500413.0
THOMASCOTT,THOMAS SCOTT (INDIA) LTD,INE480M01011,BE,THOMASCOTT.NS,THOMASCOTT,THOMASCOTT,533941.0
THYROCARE,THYROCARE TECH LTD,INE594H01019,BE,THYROCARE.NS,THYROCARE,THYROCARE,539871.0
TI,TILAKNAGAR INDUSTRIES LTD,INE133E01013,BE,TI.NS,TI,TI,507205.0
TICL,TWAMEV CONS AND INFRA LTD,INE388G01026,BE,TICL.NS,TICL,TICL,532738.0
TIGERLOGS,TIGER LOGISTICS (INDIA) L,INE906O01029,BE,TIGERLOGS.NS,TIGERLOGS,TIGERLOGS,536264.0
TIIL,TECHNOCRAFT IND LTD,INE545H01011,BE,TIIL.NS,TIIL,TIIL,532804.0
TIINDIA,TUBE INVEST OF INDIA LTD,INE974X01010,BE,TIINDIA.NS,TIINDIA,TIINDIA,540762.0
TIJARIA,TIJARIA POLYPIPES LTD,INE440L01017,BE,TIJARIA.NS,TIJARIA,TIJARIA,533629.0
TIL,TIL LTD,INE806C01018,BE,TIL.NS,TIL,TIL,505196.0
TIMESCAN,TIMESCAN LOGISTICS IND L,INE0IJY01014,SM,TIMESCAN.NS,TIMESCAN,,
TIMETECHNO,TIME TECHNOPLAST LTD.,INE508G01029,BE,TIMETECHNO.NS,TIMETECHNO,TIMETECHNO,532856.0
TIMEXWATCH,TIMEX WATCHS,INE064A01018,BE,TIMEXWATCH.NS,TIMEXWATCH,,
TIMKEN,TIMKEN INDIA LTD.,INE325A01013,BE,TIMKEN.NS,TIMKEN,TIMKEN,522113.0
TINNARUBR,TINNA RUBBER AND INFR LTD,INE015C01016,BE,TINNARUBR.NS,TINNARUBR,TINNARUBR,530475.0
TINPLATE,THE TINPLATE CO. (I) LTD,INE422C01014,BE,TINPLATE.NS,TINPLATE,,
TIPSFILMS,TIPS FILMS LIMITED,INE0LQS01015,BE,TIPSFILMS.NS,TIPSFILMS,TIPSFILMS,543614.0
TIPSMUSIC,TIPS MUSIC LIMITED,INE716B01029,BE,TIPSMUSIC.NS,TIPSMUSIC,TIPSMUSIC,532375.0
TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,INE338A01024,BE,TIRUMALCHM.NS,TIRUMALCHM,TIRUMALCHM,500412.0
TIRUPATI,SHREE TIRUPATI BALAJEE,INE238Y01018,SM,TIRUPATI.NS,TIRUPATI,,
TIRUPATIFL,TIRUPATI FORGE LIMITED,INE319Y01024,BE,TIRUPATIFL.NS,TIRUPATIFL,,
TIRUPATIFL,TIRUPATI FORGE LIMITED,INE319Y01016,SM,TIRUPATIFL.NS,TIRUPATIFL,,
TITAGARH,TITAGARH RAIL SYSTEMS LTD,INE615H01020,BE,TITAGARH.NS,TITAGARH,TITAGARH,532966.0
TITAGRSTEL,TITAGARH INDUSTRIES LTD,INE333501018,EQ,TITAGRSTEL.NS,TITAGRSTEL,,
TITAGRSTEL,TITAGARH INDS LTD,INE824A01015,BE,TITAGRSTEL.NS,TITAGRSTEL,,
TITAN,TITAN COMPANY LIMITED,INE280A01028,BE,TITAN.NS,TITAN,TITAN,500114.0
TMB,TAMILNAD MERCA BANK LTD,INE668A01016,BE,TMB.NS,TMB,TMB,543596.0
TNIDETF,TATAAML - TNIDETF,INF277KA1364,EQ,TNIDETF.NS,TNIDETF,,
TNPETRO,TAMILNADU PETROPRODUCTS L,INE148A01019,BE,TNPETRO.NS,TNPETRO,TNPETRO,500777.0
TNPL,TNPL - DEPO RS,INE107A01015,BE,TNPL.NS,TNPL,TNPL,531426.0
TNTELE,TAMILNADU TELECOMMUNICATI,INE141D01018,BE,TNTELE.NS,TNTELE,TNTELE,523419.0
TOKYOPLAST,TOKYO PLAST  INTL LTD.,INE932C01012,BE,TOKYOPLAST.NS,TOKYOPLAST,TOKYOPLAST,500418.0
TOLANIBULK,TOLANI BULK CARRIERS LTD.,INE051C01011,BE,TOLANIBULK.NS,TOLANIBULK,,
TOLINS,TOLINS TYRES LIMITED,INE0RWQ01014,BE,TOLINS.NS,TOLINS,TOLINS,544254.0
TOP100CASE,ZERODHAAMC - TOP100CASE,INF0R8F01067,EQ,TOP100CASE.NS,TOP100CASE,TOP100CASE,544194.0
TOP10ADD,DSPAMC - TOP10ADD,INF740KA1UR9,EQ,TOP10ADD.NS,TOP10ADD,TOP10ADD,544247.0
TOP15IETF,ICICIPRAMC - TOP15IETF,INF109K1A344,EQ,TOP15IETF.NS,TOP15IETF,TOP15IETF,544427.0
TORNTPHARM,TORNTPHARMA-DEP SETT,INE685A01028,BE,TORNTPHARM.NS,TORNTPHARM,TORNTPHARM,500420.0
TORNTPOWER,TORRENT POWER LTD,INE813H01021,BE,TORNTPOWER.NS,TORNTPOWER,TORNTPOWER,532779.0
TORRENGUJ,TORRENT GUJARAT BIOTECH L,INE859B01019,BE,TORRENGUJ.NS,TORRENGUJ,,
TORRENTCAB,TORRENT CABLES LTD,INE334701013,EQ,TORRENTCAB.NS,TORRENTCAB,,
TOTAL,TOTAL TRANSPORT SYS LTD,INE336X01012,BE,TOTAL.NS,TOTAL,,
TOUCHWOOD,TOUCHWOOD ENTERTAIN LTD.,INE486Y01013,BE,TOUCHWOOD.NS,TOUCHWOOD,,
TPHQ,TEAMO PRODUCTIONS HQ LTD,INE065J01024,BE,TPHQ.NS,TPHQ,TPHQ,533048.0
TPINDIA,T P I INDIA LTD,INE335601014,EQ,TPINDIA.NS,TPINDIA,,
TPLPLASTEH,TPL PLASTECH LIMITED,INE413G01022,BE,TPLPLASTEH.NS,TPLPLASTEH,TPLPLASTEH,526582.0
TRACXN,TRACXN TECHNOLOGIES LTD,INE0HMF01019,BE,TRACXN.NS,TRACXN,TRACXN,543638.0
TRANSCHEM,TRANSCHEM LTD,INE019B01010,BE,TRANSCHEM.NS,TRANSCHEM,TRANSCHEM,500422.0
TRANSFREIT,TRANS-FREIGHT CONTAINERS,INE467201013,EQ,TRANSFREIT.NS,TRANSFREIT,,
TRANSPEK,TRANSPEK INDUSTRIES LTD,INE687A01016,BE,TRANSPEK.NS,TRANSPEK,TRANSPEK,506687.0
TRANSRAILL,TRANSRAIL LIGHTING LTD,INE454P01035,BE,TRANSRAILL.NS,TRANSRAILL,TRANSRAILL,544317.0
TRANSTEEL,TRANSTEEL SEATING TECH L,INE0NVI01020,SM,TRANSTEEL.NS,TRANSTEEL,,
TRANSWIND,TRANSWIND INFRA LIMITED,INE792X01016,SM,TRANSWIND.NS,TRANSWIND,,
TRANSWORLD,TRANSWORLD SHIP LINES LTD,INE757B01015,BE,TRANSWORLD.NS,TRANSWORLD,TRANSWORLD,520151.0
TRAVELFOOD,TRAVEL FOOD SERVICES LTD,INE103V01028,BE,TRAVELFOOD.NS,TRAVELFOOD,TRAVELFOOD,544443.0
TREEHOUSE,TREE HOUSE EDU LTD,INE040M01013,BE,TREEHOUSE.NS,TREEHOUSE,TREEHOUSE,533540.0
TREJHARA,TREJHARA SOLUTIONS LTD,INE00CA01015,BE,TREJHARA.NS,TREJHARA,TREJHARA,542233.0
TREL,TRANSINDIA REAL ESTATE L,INE0O3901029,BE,TREL.NS,TREL,TREL,543955.0
TRENT,TRENT LIMITED - DEPO,INE849A01020,BE,TRENT.NS,TRENT,TRENT,500251.0
TRF,TRF LIMITED,INE391D01019,BE,TRF.NS,TRF,TRF,505854.0
TRIDENT,TRIDENT LIMITED,INE064C01022,BE,TRIDENT.NS,TRIDENT,TRIDENT,521064.0
TRIDHYA,TRIDHYA TECH LIMITED,INE0LWY01029,SM,TRIDHYA.NS,TRIDHYA,,
TRIGYN,TRIGYN TECHNOLOGIES LTD,INE948A01012,BE,TRIGYN.NS,TRIGYN,TRIGYN,517562.0
TRITURBINE,TRIVENI TURBINE LIMITED,INE152M01016,BE,TRITURBINE.NS,TRITURBINE,TRITURBINE,533655.0
TRIVENI,TRIVENI ENGG. & INDS. LTD,INE256C01024,BE,TRIVENI.NS,TRIVENI,TRIVENI,532356.0
TRIVENSHET,TRIVENI GLASS LIMITED,INE332801013,EQ,TRIVENSHET.NS,TRIVENSHET,,
TROM,TROM INDUSTRIES LIMITED,INE0SYV01018,SM,TROM.NS,TROM,,
TRU,TRUCAP FINANCE LIMITED,INE615R01029,BE,TRU.NS,TRU,TRU,540268.0
TRUST,TRUST FINTECH LIMITED,INE0SWN01019,SM,TRUST.NS,TRUST,,
TSC,TSC INDIA LIMITED,INE16VK01010,SM,TSC.NS,TSC,,
TTGIND,T T G INDUSTRIES LTD,INE333001019,EQ,TTGIND.NS,TTGIND,,
TTKHLTCARE,TTK HEALTHCARE LIMITED,INE910C01018,BE,TTKHLTCARE.NS,TTKHLTCARE,,
TTKPRESTIG,TTK PRESTIGE LTD,INE690A01028,BE,TTKPRESTIG.NS,TTKPRESTIG,TTKPRESTIG,517506.0
TTL,T T LIMITED,INE592B01024,BE,TTL.NS,TTL,TTL,514142.0
TTML,TATA TELESERV(MAHARASTRA),INE517B01013,BE,TTML.NS,TTML,TTML,532371.0
TULSI,TULSI EXTRUSION LTD.,INE474I01012,BE,TULSI.NS,TULSI,,
TULSYAN,TULSYAN NEC LTD,INE463D01016,BE,TULSYAN.NS,TULSYAN,TULSYAN,513629.0
TUNWAL,TUNWAL E-MOTORS LIMITED,INE0OXV01027,SM,TUNWAL.NS,TUNWAL,,
TUTICORALK,TUTICORIN ALKALI-DEP SETT,INE400A01014,BE,TUTICORALK.NS,TUTICORALK,TUTIALKA,506808.0
TV18BRDCST,TV18 BROADCAST LIMITED,INE886H01027,BE,TV18BRDCST.NS,TV18BRDCST,,
TVSELECT,TVS ELECTRONICS LTD,INE236G01019,BE,TVSELECT.NS,TVSELECT,TVSELECT,532513.0
TVSHLTD,TVS HOLDINGS LIMITED,INE105A01035,BE,TVSHLTD.NS,TVSHLTD,TVSHLTD,520056.0
TVSMOTOR,TVS MOTOR COMPANY LTD,INE494B01023,BE,TVSMOTOR.NS,TVSMOTOR,TVSMOTOR,532343.0
TVSSCS,TVS SUPPLY CHAIN SOL L,INE395N01027,BE,TVSSCS.NS,TVSSCS,TVSSCS,543965.0
TVSSRICHAK,TVS SRICHAKRA LIMITED,INE421C01016,BE,TVSSRICHAK.NS,TVSSRICHAK,TVSSRICHAK,509243.0
TVTODAY,TV TODAY NETWORK LTD,INE038F01029,BE,TVTODAY.NS,TVTODAY,TVTODAY,532515.0
TVVISION,TV VISION LIMITED,INE871L01013,BE,TVVISION.NS,TVVISION,TVVISION,540083.0
UBL,UNITED BREWERIES LTD,INE686F01025,BE,UBL.NS,UBL,UBL,532478.0
UCAL,UCAL LIMITED,INE139B01016,BE,UCAL.NS,UCAL,UCAL,500464.0
UCL,USHANTI COLOUR CHEM LTD,INE00NI01015,SM,UCL.NS,UCL,,
UCOBANK,UCO BANK,INE691A01018,BE,UCOBANK.NS,UCOBANK,UCOBANK,532505.0
UDAICEMENT,UDAIPUR CEMENT WORKS LTD,INE225C01029,BE,UDAICEMENT.NS,UDAICEMENT,,
UDS,UPDATER SERVICES LIMITED,INE851I01011,BE,UDS.NS,UDS,UDS,543996.0
UEL,UJAAS ENERGY LIMITED,INE899L01030,BE,UEL.NS,UEL,,
UFLEX,UFLEX LIMITED,INE516A01017,BE,UFLEX.NS,UFLEX,UFLEX,500148.0
UFO,UFO MOVIEZ INDIA LTD.,INE527H01019,BE,UFO.NS,UFO,UFO,539141.0
UGARSUGAR,THE UGAR SUGAR WORKS LTD,INE071E01023,BE,UGARSUGAR.NS,UGARSUGAR,UGARSUGAR,530363.0
UGROCAP,UGRO CAPITAL LIMITED,INE583D01011,BE,UGROCAP.NS,UGROCAP,UGROCAP,511742.0
UHTL,UNITED HEAT TRANSFER LTD,INE0SMR01011,SM,UHTL.NS,UHTL,,
UJAAS,UJAAS ENERGY LIMITED,INE899L01022,BE,UJAAS.NS,UJAAS,,
UJJIVAN,UJJIVAN FIN. SERVC. LTD.,INE334L01012,BE,UJJIVAN.NS,UJJIVAN,,
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,INE551W01018,BE,UJJIVANSFB.NS,UJJIVANSFB,UJJIVANSFB,542904.0
ULTRACEMCO,ULTRATECH CEMENT LIMITED,INE481G01011,BE,ULTRACEMCO.NS,ULTRACEMCO,ULTRACEMCO,532538.0
ULTRMARINE,ULTRMARINE & PIGMENT LTD,INE405A01013,BE,ULTRMARINE.NS,ULTRMARINE,,
UMA,UMA CONVERTER LIMITED,INE067901012,SM,UMA.NS,UMA,,
UMAEXPORTS,UMA EXPORTS LIMITED,INE0GIU01018,BE,UMAEXPORTS.NS,UMAEXPORTS,UMAEXPORTS,543513.0
UMANGDAIRY,UMANG DAIRIES LIMITED,INE864B01027,BE,UMANGDAIRY.NS,UMANGDAIRY,,
UMESLTD,USHA MARTIN EDU & SOL LTD,INE240C01028,BE,UMESLTD.NS,UMESLTD,UMESLTD,532398.0
UMIYA-MRO,UMIYA BUILDCON LIMITED,INE398B01018,BE,UMIYA-MRO.NS,UMIYA-MRO,UMIYA-MRO,532376.0
UNICHEMLAB,UNICHEMLAB - DEPO,INE351A01035,BE,UNICHEMLAB.NS,UNICHEMLAB,UNICHEMLAB,506690.0
UNIDT,UNITED DRILLING TOOLS LTD,INE961D01019,BE,UNIDT.NS,UNIDT,UNIDT,522014.0
UNIECOM,UNICOMMERCE ESOLUTIONS L,INE00U401027,BE,UNIECOM.NS,UNIECOM,UNIECOM,544227.0
UNIENTER,UNIPHOS ENTERPRISES LTD,INE037A01022,BE,UNIENTER.NS,UNIENTER,UNIENTER,500429.0
UNIFLEX,UNIFLEX CABLES LTD.,INE146B01011,BE,UNIFLEX.NS,UNIFLEX,,
UNIHEALTH,UNIHEALTH HOSPITALS LTD,INE0PRF01011,SM,UNIHEALTH.NS,UNIHEALTH,,
UNIINFO,UNIINFO TELECOM SERVI LTD,INE481Z01011,BE,UNIINFO.NS,UNIINFO,,
UNILEX,UNILEX COLOURS AND CHEM L,INE0B2801011,SM,UNILEX.NS,UNILEX,,
UNIMECH,UNIMECH AEROSPACE N MFG L,INE0U3I01011,BE,UNIMECH.NS,UNIMECH,UNIMECH,544322.0
UNIMIN,UNIMIN INDIA LTD,INE467801010,EQ,UNIMIN.NS,UNIMIN,,
UNIONBANK,UNION BANK OF INDIA,INE692A01016,BE,UNIONBANK.NS,UNIONBANK,UNIONBANK,532477.0
UNIONGOLD,UNIONAMC - UNIONGOLD,INF582M01KS4,EQ,UNIONGOLD.NS,UNIONGOLD,UNIONGOLD,544363.0
UNIPARTS,UNIPARTS INDIA LIMITED,INE244O01017,BE,UNIPARTS.NS,UNIPARTS,UNIPARTS,543689.0
UNIPLAS,UNIPLAS INDIA LTD,INE324701015,EQ,UNIPLAS.NS,UNIPLAS,,
UNIPLY,UNIPLY INDUSTRIES LIMITED,INE950G01023,BE,UNIPLY.NS,UNIPLY,,
UNITDSPR,UNITED SPIRITS LIMITED,INE854D01024,BE,UNITDSPR.NS,UNITDSPR,UNITDSPR,532432.0
UNITECH,UNITECH LIMITED,INE694A01020,BE,UNITECH.NS,UNITECH,UNITECH,507878.0
UNITEDPOLY,UNITED POLYFAB GUJ. LTD.,INE368U01029,BE,UNITEDPOLY.NS,UNITEDPOLY,,
UNITEDPOLY,UNITED POLYFAB GUJ. LTD.,INE368U01011,SM,UNITEDPOLY.NS,UNITEDPOLY,,
UNITEDTEA,UNITED NILGIRI TEA LTD,INE458F01011,BE,UNITEDTEA.NS,UNITEDTEA,,
UNITY,UNITY INFRAPROJECTS LTD,INE466H01028,BE,UNITY.NS,UNITY,,
UNIVAFOODS,UNIVA FOODS LIMITED,INE275F01019,BE,UNIVAFOODS.NS,UNIVAFOODS,,
UNIVASTU,UNIVASTU INDIA LIMITED,INE562X01013,BE,UNIVASTU.NS,UNIVASTU,,
UNIVCABLES,UNIVERSAL CABLES LTD,INE279A01012,BE,UNIVCABLES.NS,UNIVCABLES,UNIVCABLES,504212.0
UNIVPHOTO,UNIVERSUS IMAGINGS LTD,INE03V001013,BE,UNIVPHOTO.NS,UNIVPHOTO,UNIVPHOTO,542933.0
UNOMINDA,UNO MINDA LIMITED,INE405E01023,BE,UNOMINDA.NS,UNOMINDA,UNOMINDA,532539.0
UPL,UPL LIMITED,INE628A01036,BE,UPL.NS,UPL,UPL,512070.0
URAVI,URAVI T AND WEDG LAMP LTD,INE568Z01015,SM,URAVI.NS,URAVI,URAVIDEF,543930.0
URBAN,URBAN ENVIRO WASTE MGMT L,INE0O0201019,SM,URBAN.NS,URBAN,,
URBANCO,URBAN COMPANY LIMITED,INE0CAZ01013,BE,URBANCO.NS,URBANCO,URBANCO,544515.0
URJA,URJA GLOBAL LIMITED,INE550C01020,BE,URJA.NS,URJA,URJA,526987.0
USASEEDS,UPSURGE SEEDS OF AGRI LTD,INE0CBM01019,SM,USASEEDS.NS,USASEEDS,,
USHAFIN,USHA FINANCIAL SERVICES L,INE0LS001014,SM,USHAFIN.NS,USHAFIN,,
USHAINDIA,USHA INDIA - DEPO SETT,INE068A01019,BE,USHAINDIA.NS,USHAINDIA,,
USHAISPAT,USHA ISPAT - DEP RS,INE150A01015,BE,USHAISPAT.NS,USHAISPAT,,
USHAMART,USHA MARTIN LTD.,INE228A01035,BE,USHAMART.NS,USHAMART,USHAMART,517146.0
USK,UDAYSHIVAKUMAR INFRA LTD,INE0N0Y01013,BE,USK.NS,USK,USK,543861.0
UTIAMC,UTI ASSET MNGMT CO LTD,INE094J01016,BE,UTIAMC.NS,UTIAMC,UTIAMC,543238.0
UTIBANKETF,UTIAMC - UTIBANKETF,INF789F1AUV1,EQ,UTIBANKETF.NS,UTIBANKETF,UTIBANKETF,543226.0
UTINEXT50,UTIAMC - UTINEXT50,INF789F1AUW9,EQ,UTINEXT50.NS,UTINEXT50,UTINEXT50,540669.0
UTINIFTETF,UTIAMC - UTINIFTETF,INF789F1AZC0,EQ,UTINIFTETF.NS,UTINIFTETF,UTINIFTETF,539313.0
UTISENSETF,UTIAMC - UTISENSETF,INF789FB1X58,EQ,UTISENSETF.NS,UTISENSETF,UTISENSETF,539312.0
UTISXN50,UTIAMC - UTISXN50,INF789F1AUU3,EQ,UTISXN50.NS,UTISXN50,UTISXN50,542513.0
UTIUS64-RI,UTI-US64(REINVESTMENT),INF189A01020,BE,UTIUS64-RI.NS,UTIUS64-RI,,
UTKARSHBNK,UTKARSH SMALL FIN BANK L,INE735W01017,BE,UTKARSHBNK.NS,UTKARSHBNK,UTKARSHBNK,543942.0
UTSSAV,UTSSAV CZ GOLD JEWELS LTD,INE06IJ01010,SM,UTSSAV.NS,UTSSAV,,
UTTAMSTL,UTTAM GALVA STEELS LTD,INE699A01011,BE,UTTAMSTL.NS,UTTAMSTL,,
UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,INE786F01031,BE,UTTAMSUGAR.NS,UTTAMSUGAR,UTTAMSUGAR,532729.0
UTTAMVALUE,UTTAM VALUE STEELS LTD,INE292A01015,BE,UTTAMVALUE.NS,UTTAMVALUE,,
UVSL,UTTAM VALUE STEELS LTD,INE292A01023,BE,UVSL.NS,UVSL,,
